title,domestic_gross,foreign_gross,year,production_budget,worldwide_gross,profit_loss
On Deadly Ground,38590458.0,0.0, 1994,50000000.0,38590458.0,-11409542.0
Ninja Assassin,38122883.0,24087009.0, 2009,50000000.0,62209892.0,12209892.0
Raising Helen,37485528.0,12443152.0, 2004,50000000.0,49928680.0,-71320.0
For Love of the Game,35188640.0,10924000.0, 1999,50000000.0,46112640.0,-3887360.0
Jack Frost,34645374.0,0.0, 1998,50000000.0,34645374.0,-15354626.0
Striptease,33109743.0,80200000.0, 1996,50000000.0,113309743.0,63309743.0
Murder by Numbers,31874869.0,24768398.0, 2002,50000000.0,56643267.0,6643267.0
Assassins,30306268.0,53000000.0, 1995,50000000.0,83306268.0,33306268.0
Defiance,28644813.0,24342941.0, 2009,50000000.0,52987754.0,2987754.0
Hannibal Rising,27669725.0,52913586.0, 2007,50000000.0,80583311.0,30583311.0
The Story of Us,27100030.0,0.0, 1999,50000000.0,27100030.0,-22899970.0
The Host,26623701.0,37853350.0, 2013,50000000.0,64477051.0,14477051.0
Basic,26599248.0,15999250.0, 2003,50000000.0,42598498.0,-7401502.0
Blood Work,26199517.0,0.0, 2002,50000000.0,26199517.0,-23800483.0
The International,25450527.0,28400000.0, 2009,50000000.0,53850527.0,3850527.0
Escape from L.A.,25426861.0,0.0, 1996,50000000.0,25426861.0,-24573139.0
Twisted,25195050.0,14924798.0, 2004,50000000.0,40119848.0,-9880152.0
The Life Aquatic with Steve Zissou,24006726.0,10800000.0, 2004,50000000.0,34806726.0,-15193274.0
The Iron Giant,23159305.0,8174612.0, 1999,50000000.0,31333917.0,-18666083.0
Gamer,20534907.0,21467122.0, 2009,50000000.0,42002029.0,-7997971.0
Man of the House,19699706.0,2400000.0, 2005,50000000.0,22099706.0,-27900294.0
The Life of David Gale,19694635.0,9225553.0, 2003,50000000.0,28920188.0,-21079812.0
Beautiful Creatures,19452138.0,40830738.0, 2013,50000000.0,60282876.0,10282876.0
Into the Blue,18782227.0,23200000.0, 2005,50000000.0,41982227.0,-8017773.0
Eastern Promises,17181265.0,38895823.0, 2007,50000000.0,56077088.0,6077088.0
Baby's Day Out,16581575.0,0.0, 1994,50000000.0,16581575.0,-33418425.0
The Messenger: The Story of Joan of Arc,14271297.0,0.0, 1999,50000000.0,14271297.0,-35728703.0
Fair Game,11497497.0,14600000.0, 1995,50000000.0,26097497.0,-23902503.0
Mad City,10561038.0,0.0, 1997,50000000.0,10561038.0,-39438962.0
The Scarlet Letter,10359006.0,0.0, 1995,50000000.0,10359006.0,-39640994.0
Domino,10169202.0,13404855.0, 2005,50000000.0,23574057.0,-26425943.0
Jade,9812870.0,0.0, 1995,50000000.0,9812870.0,-40187130.0
Street Fighter: The Legend of Chun-Li,8742261.0,3918026.0, 2009,50000000.0,12660287.0,-37339713.0
Death to Smoochy,8355815.0,18247.0, 2002,50000000.0,8374062.0,-41625938.0
The Boat That Rocked,8017467.0,29455184.0, 2009,50000000.0,37472651.0,-12527349.0
The Big Bounce,6471394.0,154721.0, 2004,50000000.0,6626115.0,-43373885.0
What Planet Are You From?,6291602.0,0.0, 2000,50000000.0,6291602.0,-43708398.0
Outlander,166003.0,1084614.0, 2009,50000000.0,1250617.0,-48749383.0
Hannibal the Conqueror,0.0,0.0, 2020,50000000.0,0.0,-50000000.0
Arctic Dogs,0.0,0.0, 2019,50000000.0,0.0,-50000000.0
The Rhythm Section,0.0,0.0, 2019,50000000.0,0.0,-50000000.0
Ad Astra,0.0,0.0, 2019,49800000.0,0.0,-49800000.0
The One,43905746.0,28783380.0, 2001,49000000.0,72689126.0,23689126.0
The Adventures of Ford Fairlane,20423389.0,0.0, 1990,49000000.0,20423389.0,-28576611.0
Indiana Jones and the Last Crusade,197171806.0,277000000.0, 1989,48000000.0,474171806.0,426171806.0
The Ring,129094024.0,119124462.0, 2002,48000000.0,248218486.0,200218486.0
Traffic,124107476.0,84192524.0, 2000,48000000.0,208300000.0,160300000.0
Panic Room,95308367.0,101000000.0, 2002,48000000.0,196308367.0,148308367.0
The Thomas Crown Affair,69304264.0,55000000.0, 1999,48000000.0,124304264.0,76304264.0
The Bone Collector,66488090.0,84975000.0, 1999,48000000.0,151463090.0,103463090.0
Three Kings,60652036.0,47100000.0, 1999,48000000.0,107752036.0,59752036.0
Rat Race,56607223.0,30000000.0, 2001,48000000.0,86607223.0,38607223.0
3:10 to Yuma,53606916.0,17564909.0, 2007,48000000.0,71171825.0,23171825.0
K-PAX,50315140.0,0.0, 2001,48000000.0,50315140.0,2315140.0
Kate and Leopold,47095453.0,23842325.0, 2001,48000000.0,70937778.0,22937778.0
Bedazzled,37879996.0,52496228.0, 2000,48000000.0,90376224.0,42376224.0
Out of Sight,37562568.0,40000000.0, 1998,48000000.0,77562568.0,29562568.0
The Cotton Club,25928721.0,0.0, 1984,48000000.0,25928721.0,-22071279.0
Rambo,42754105.0,69460426.0, 2008,47500000.0,112214531.0,64714531.0
Dick Tracy,103738726.0,59000000.0, 1990,47000000.0,162738726.0,115738726.0
The Cable Guy,60240295.0,42585501.0, 1996,47000000.0,102825796.0,55825796.0
Earth,32011576.0,84761741.0, 2009,47000000.0,116773317.0,69773317.0
Riding in Cars with Boys,29781453.0,0.0, 2001,47000000.0,29781453.0,-17218547.0
Happily N'Ever After,15849032.0,22074786.0, 2007,47000000.0,37923818.0,-9076182.0
Solaris,14970038.0,0.0, 2002,47000000.0,14970038.0,-32029962.0
Mary Reilly,5707094.0,7192906.0, 1996,47000000.0,12900000.0,-34100000.0
Silence,7100177.0,16626449.0, 2016,46500000.0,23726626.0,-22773374.0
My Best Friend's Wedding,126813153.0,172110266.0, 1997,46000000.0,298923419.0,252923419.0
America's Sweethearts,93607673.0,67040820.0, 2001,46000000.0,160648493.0,114648493.0
Star Trek: First Contact,92027888.0,57972112.0, 1996,46000000.0,150000000.0,104000000.0
Insomnia,67263182.0,46359317.0, 2002,46000000.0,113622499.0,67622499.0
Courage Under Fire,59003384.0,41829761.0, 1996,46000000.0,100833145.0,54833145.0
Inchon,4408636.0,0.0, 1982,46000000.0,4408636.0,-41591364.0
Arthur and the War of Two Worlds,347136.0,35833688.0, 2010,45500000.0,36180824.0,-9319176.0
Liar Liar,181410615.0,121300000.0, 1997,45000000.0,302710615.0,257710615.0
A Bug's Life,162798565.0,200296754.0, 1998,45000000.0,363095319.0,318095319.0
The Flintstones,130531208.0,227968792.0, 1994,45000000.0,358500000.0,313500000.0
Scary Movie 3,110000082.0,45199918.0, 2003,45000000.0,155200000.0,110200000.0
Miss Congeniality,106807667.0,106613284.0, 2000,45000000.0,213420951.0,168420951.0
Journey to the Center of the Earth,101704370.0,141476567.0, 2008,45000000.0,243180937.0,198180937.0
The Pelican Brief,100768056.0,87227803.0, 1993,45000000.0,187995859.0,142995859.0
The Princess Diaries 2: Royal Engagement,95149435.0,26922000.0, 2004,45000000.0,122071435.0,77071435.0
The Bucket List,93466502.0,81340943.0, 2007,45000000.0,174807445.0,129807445.0
The Client,92115211.0,25500000.0, 1994,45000000.0,117615211.0,72615211.0
Patriot Games,83287363.0,94812637.0, 1992,45000000.0,178100000.0,133100000.0
Monster-in-Law,82931301.0,73000000.0, 2005,45000000.0,155931301.0,110931301.0
Training Day,76261036.0,28244326.0, 2001,45000000.0,104505362.0,59505362.0
Galaxy Quest,71423726.0,19100000.0, 1999,45000000.0,90523726.0,45523726.0
Scary Movie 2,71277420.0,69911681.0, 2001,45000000.0,141189101.0,96189101.0
Blade,70141876.0,61095812.0, 1998,45000000.0,131237688.0,86237688.0
Coach Carter,67264877.0,9400630.0, 2005,45000000.0,76665507.0,31665507.0
Changing Lanes,66790248.0,0.0, 2002,45000000.0,66790248.0,21790248.0
Anaconda,65598907.0,71400000.0, 1997,45000000.0,136998907.0,91998907.0
Underworld: Evolution,62318875.0,51098887.0, 2006,45000000.0,113417762.0,68417762.0
Coyote Ugly,60786269.0,53130205.0, 2000,45000000.0,113916474.0,68916474.0
Love Actually,59472278.0,189033022.0, 2003,45000000.0,248505300.0,203505300.0
Jack,58617334.0,0.0, 1996,45000000.0,58617334.0,13617334.0
The Specialist,57362581.0,0.0, 1994,45000000.0,57362581.0,12362581.0
Tin Cup,53854588.0,22000000.0, 1996,45000000.0,75854588.0,30854588.0
"Yours, Mine and Ours",53359917.0,19000000.0, 2005,45000000.0,72359917.0,27359917.0
Kicking and Screaming,52842724.0,3000000.0, 2005,45000000.0,55842724.0,10842724.0
The Hitchhiker's Guide to the Galaxy,51019112.0,51727102.0, 2005,45000000.0,102746214.0,57746214.0
Resident Evil: Extinction,50648679.0,99222424.0, 2007,45000000.0,149871103.0,104871103.0
Fat Albert,48114556.0,449000.0, 2004,45000000.0,48563556.0,3563556.0
Savages,47323100.0,35190390.0, 2012,45000000.0,82513490.0,37513490.0
The River Wild,46815000.0,47400000.0, 1994,45000000.0,94215000.0,49215000.0
Last Holiday,38399961.0,4943286.0, 2006,45000000.0,43343247.0,-1656753.0
16 Blocks,36895141.0,28700000.0, 2006,45000000.0,65595141.0,20595141.0
The Indian in the Cupboard,35627222.0,0.0, 1995,45000000.0,35627222.0,-9372778.0
Cellular,32003620.0,29472364.0, 2004,45000000.0,61475984.0,16475984.0
The Ant Bully,28142535.0,21468363.0, 2006,45000000.0,49610898.0,4610898.0
Johnny English,28013509.0,135113167.0, 2003,45000000.0,163126676.0,118126676.0
Dune,27447471.0,0.0, 1984,45000000.0,27447471.0,-17552529.0
Aliens in the Attic,25200412.0,34350871.0, 2009,45000000.0,59551283.0,14551283.0
Across the Universe,24343673.0,5023470.0, 2007,45000000.0,29367143.0,-15632857.0
Revolutionary Road,22951340.0,56653480.0, 2008,45000000.0,79604820.0,34604820.0
Babylon A.D.,22532572.0,47683925.0, 2008,45000000.0,70216497.0,25216497.0
Frankenstein,22006296.0,90000000.0, 1994,45000000.0,112006296.0,67006296.0
The Glimmer Man,20404841.0,16000000.0, 1996,45000000.0,36404841.0,-8595159.0
Multiplicity,20133326.0,0.0, 1996,45000000.0,20133326.0,-24866674.0
UglyDolls,19894664.0,4750000.0, 2019,45000000.0,24644664.0,-20355336.0
The Pledge,19719930.0,9686202.0, 2001,45000000.0,29406132.0,-15593868.0
The Producers: The Movie Musical,19398532.0,13554463.0, 2005,45000000.0,32952995.0,-12047005.0
The Phantom,17220599.0,0.0, 1996,45000000.0,17220599.0,-27779401.0
Rebound,16809014.0,683000.0, 2005,45000000.0,17492014.0,-27507986.0
All the Pretty Horses,15527125.0,2593142.0, 2000,45000000.0,18120267.0,-26879733.0
Bangkok Dangerous,15298133.0,31300000.0, 2008,45000000.0,46598133.0,1598133.0
Nixon,13668249.0,21000000.0, 1995,45000000.0,34668249.0,-10331751.0
Deep Rising,11203026.0,0.0, 1998,45000000.0,11203026.0,-33796974.0
Miracle at St. Anna,7916887.0,1759610.0, 2008,45000000.0,9676497.0,-35323503.0
Big Trouble,7262288.0,1226583.0, 2002,45000000.0,8488871.0,-36511129.0
Man cheng jin dai huang jin jia,6566773.0,70337656.0, 2006,45000000.0,76904429.0,31904429.0
Love in the Time of Cholera,4617608.0,26459810.0, 2007,45000000.0,31077418.0,-13922582.0
Pinocchio,3681811.0,28000000.0, 2002,45000000.0,31681811.0,-13318189.0
Shadow Conspiracy,2154540.0,0.0, 1997,45000000.0,2154540.0,-42845460.0
Foodfight!,0.0,73706.0, 2012,45000000.0,73706.0,-44926294.0
The Fugitive,183875760.0,169839557.0, 1993,44000000.0,353715317.0,309715317.0
Rambo: First Blood Part II,150415432.0,149984568.0, 1985,44000000.0,300400000.0,256400000.0
Sleepers,53300852.0,112300000.0, 1996,44000000.0,165600852.0,121600852.0
The Juror,22730924.0,0.0, 1996,44000000.0,22730924.0,-21269076.0
The Interview,6105175.0,6237457.0, 2014,44000000.0,12342632.0,-31657368.0
Heaven's Gate,3484331.0,192.0, 1980,44000000.0,3484523.0,-40515477.0
Finding Forrester,51768623.0,28245000.0, 2000,43000000.0,80013623.0,37013623.0
28 Days,37035515.0,25028457.0, 2000,43000000.0,62063972.0,19063972.0
Danny the Dog,24537621.0,24500000.0, 2005,43000000.0,49037621.0,6037621.0
The Sweetest Thing,24430272.0,38648484.0, 2002,43000000.0,63078756.0,20078756.0
The Girl in the Spiderâs Web,14828555.0,20154787.0, 2018,43000000.0,34983342.0,-8016658.0
The Firm,158340892.0,112000000.0, 1993,42000000.0,270340892.0,228340892.0
Notting Hill,116089678.0,247638407.0, 1999,42000000.0,363728085.0,321728085.0
Chicken Run,106793915.0,121000000.0, 2000,42000000.0,227793915.0,185793915.0
Along Came Polly,88073507.0,84970903.0, 2004,42000000.0,173044410.0,131044410.0
Boomerang,70052444.0,61000000.0, 1992,42000000.0,131052444.0,89052444.0
BrÃ¼no,60054530.0,78653997.0, 2009,42000000.0,138708527.0,96708527.0
Cleopatra,57000000.0,14000000.0, 1963,42000000.0,71000000.0,29000000.0
High Crimes,41543207.0,22237893.0, 2002,42000000.0,63781100.0,21781100.0
The Mirror Has Two Faces,41267469.0,0.0, 1996,42000000.0,41267469.0,-732531.0
The Mothman Prophecies,35228696.0,21209859.0, 2002,42000000.0,56438555.0,14438555.0
Licence to Kill,34667015.0,121500000.0, 1989,42000000.0,156167015.0,114167015.0
Holmes & Watson,30568743.0,11357862.0, 2018,42000000.0,41926605.0,-73395.0
One for the Money,26414527.0,9782694.0, 2012,42000000.0,36197221.0,-5802779.0
15 Minutes,24375436.0,31956428.0, 2001,42000000.0,56331864.0,14331864.0
Lord of War,24149632.0,36288095.0, 2005,42000000.0,60437727.0,18437727.0
Super Mario Bros.,20844907.0,0.0, 1993,42000000.0,20844907.0,-21155093.0
Hero,19487173.0,47300000.0, 1992,42000000.0,66787173.0,24787173.0
McHale's Navy,4408420.0,0.0, 1997,42000000.0,4408420.0,-37591580.0
Les BronzÃ©s 3: amis pour la vie,0.0,83833602.0, 2006,42000000.0,83833602.0,41833602.0
Pourquoi j'ai pas mangÃ© mon pÃ¨re,0.0,15451663.0, 2015,42000000.0,15451663.0,-26548337.0
8 Mile,116724075.0,129044309.0, 2002,41000000.0,245768384.0,204768384.0
Rocketman,57342725.0,51300000.0, 2019,41000000.0,108642725.0,67642725.0
A Knightâs Tale,56083966.0,44538620.0, 2001,41000000.0,100622586.0,59622586.0
The Medallion,22108977.0,0.0, 2003,41000000.0,22108977.0,-18891023.0
The Sixth Sense,293506292.0,379300000.0, 1999,40000000.0,672806292.0,632806292.0
Wedding Crashers,209218368.0,74000000.0, 2005,40000000.0,283218368.0,243218368.0
The Proposal,163958031.0,150751686.0, 2009,40000000.0,314709717.0,274709717.0
John Wick: Chapter 3 â Parabellum,141744320.0,114753713.0, 2019,40000000.0,256498033.0,216498033.0
Cheaper by the Dozen,138614544.0,51597569.0, 2003,40000000.0,190212113.0,150212113.0
Back to the Future Part II,118450002.0,213549998.0, 1989,40000000.0,332000000.0,292000000.0
Double Jeopardy,116735231.0,61100000.0, 1999,40000000.0,177835231.0,137835231.0
Spy Kids 3-D: Game Over,111760631.0,56091364.0, 2003,40000000.0,167851995.0,127851995.0
A Time to Kill,108766007.0,43500000.0, 1996,40000000.0,152266007.0,112266007.0
A League of Their Own,107533925.0,24906141.0, 1992,40000000.0,132440066.0,92440066.0
The Conjuring 2: The Enfield Poltergeist,102470008.0,208792094.0, 2016,40000000.0,311262102.0,271262102.0
Julie & Julia,94125426.0,32520693.0, 2009,40000000.0,126646119.0,86646119.0
He's Just Not That Into You,93953653.0,87100004.0, 2009,40000000.0,181053657.0,141053657.0
Scary Movie 4,90710620.0,88000000.0, 2006,40000000.0,178710620.0,138710620.0
Scream 3,89138076.0,72700000.0, 2000,40000000.0,161838076.0,121838076.0
Back to the Future Part III,88055283.0,156033371.0, 1990,40000000.0,244088654.0,204088654.0
Bram Stoker's Dracula,82522790.0,133339902.0, 1992,40000000.0,215862692.0,175862692.0
Eight Below,81612565.0,38843429.0, 2006,40000000.0,120455994.0,80455994.0
The Talented Mr. Ripley,81292135.0,47500000.0, 1999,40000000.0,128792135.0,88792135.0
The Last of the Mohicans,75505856.0,0.0, 1992,40000000.0,75505856.0,35505856.0
Ray,75305995.0,49517099.0, 2004,40000000.0,124823094.0,84823094.0
Sin City,74103820.0,84424098.0, 2005,40000000.0,158527918.0,118527918.0
Vantage Point,72266306.0,78620023.0, 2008,40000000.0,150886329.0,110886329.0
"I Love You, Man",72013010.0,20289492.0, 2009,40000000.0,92302502.0,52302502.0
Shallow Hal,70836296.0,0.0, 2001,40000000.0,70836296.0,30836296.0
JFK,70405498.0,134994502.0, 1991,40000000.0,205400000.0,165400000.0
Big Momma's House 2,70165972.0,66881404.0, 2006,40000000.0,137047376.0,97047376.0
The House with a Clock in its Walls,68549695.0,57782055.0, 2018,40000000.0,126331750.0,86331750.0
The Mexican,66808615.0,78429635.0, 2001,40000000.0,145238250.0,105238250.0
The Final Destination,66477700.0,120906927.0, 2009,40000000.0,187384627.0,147384627.0
17 Again,64167069.0,75307837.0, 2009,40000000.0,139474906.0,99474906.0
Gothika,59588068.0,81896744.0, 2003,40000000.0,141484812.0,101484812.0
Behind Enemy Lines,58855732.0,0.0, 2001,40000000.0,58855732.0,18855732.0
Shall We Dance?,57887882.0,60210000.0, 2004,40000000.0,118097882.0,78097882.0
Invincible,57806952.0,694175.0, 2006,40000000.0,58501127.0,18501127.0
Small Soldiers,55143823.0,16600000.0, 1998,40000000.0,71743823.0,31743823.0
Spawn,54979992.0,32969867.0, 1997,40000000.0,87949859.0,47949859.0
The Count of Monte Cristo,54228104.0,21160986.0, 2002,40000000.0,75389090.0,35389090.0
The Prestige,53089891.0,51317475.0, 2006,40000000.0,104407366.0,64407366.0
The Lake House,52330111.0,62500000.0, 2006,40000000.0,114830111.0,74830111.0
The Living Daylights,51185000.0,140015000.0, 1987,40000000.0,191200000.0,151200000.0
Apocalypto,50866635.0,70165637.0, 2006,40000000.0,121032272.0,81032272.0
Music and Lyrics,50572589.0,95624296.0, 2007,40000000.0,146196885.0,106196885.0
Legal Eagles,49851591.0,0.0, 1986,40000000.0,49851591.0,9851591.0
Secret Window,47958031.0,44153520.0, 2004,40000000.0,92111551.0,52111551.0
The Skeleton Key,47907715.0,44349203.0, 2005,40000000.0,92256918.0,52256918.0
Made of Honor,46012734.0,60536004.0, 2008,40000000.0,106548738.0,66548738.0
The Rainmaker,45916769.0,0.0, 1997,40000000.0,45916769.0,5916769.0
Medicine Man,44948240.0,0.0, 1992,40000000.0,44948240.0,4948240.0
Amistad,44212592.0,14037559.0, 1997,40000000.0,58250151.0,18250151.0
A Million Ways to Die in The West,42720965.0,44057592.0, 2014,40000000.0,86778557.0,46778557.0
Fever Pitch,42071069.0,8000000.0, 2005,40000000.0,50071069.0,10071069.0
Aliens vs. Predator - Requiem,41797066.0,87087428.0, 2007,40000000.0,128884494.0,88884494.0
The Water Horse: Legend of the Deep,40412817.0,63016938.0, 2007,40000000.0,103429755.0,63429755.0
Ri¢hie Ri¢h,38087756.0,0.0, 1994,40000000.0,38087756.0,-1912244.0
Autumn in New York,37752931.0,52964753.0, 2000,40000000.0,90717684.0,50717684.0
8MM,36443442.0,59955384.0, 1999,40000000.0,96398826.0,56398826.0
Hanging Up,36037909.0,15829814.0, 2000,40000000.0,51867723.0,11867723.0
The Doors,34416893.0,0.0, 1991,40000000.0,34416893.0,-5583107.0
Mickey Blue Eyes,33864342.0,20000000.0, 1999,40000000.0,53864342.0,13864342.0
Pay it Forward,33508922.0,22187783.0, 2000,40000000.0,55696705.0,15696705.0
Arthur,33035397.0,14752546.0, 2011,40000000.0,47787943.0,7787943.0
Drillbit Taylor,32862104.0,16824159.0, 2008,40000000.0,49686263.0,9686263.0
Extremely Loud and Incredibly Close,31847881.0,23400000.0, 2011,40000000.0,55247881.0,15247881.0
The Shadow,31835600.0,0.0, 1994,40000000.0,31835600.0,-8164400.0
Transporter 3,31715062.0,75520530.0, 2008,40000000.0,107235592.0,67235592.0
Get Rich or Die Tryin',30981850.0,15685105.0, 2005,40000000.0,46666955.0,6666955.0
Long Shot,30202860.0,13508171.0, 2019,40000000.0,43711031.0,3711031.0
The Art of War,30199105.0,0.0, 2000,40000000.0,30199105.0,-9800895.0
Bless the Child,29374178.0,11061516.0, 2000,40000000.0,40435694.0,435694.0
Rent,29077547.0,2593073.0, 2005,40000000.0,31670620.0,-8329380.0
The Out-of-Towners,28544120.0,0.0, 1999,40000000.0,28544120.0,-11455880.0
The Island of Dr. Moreau,27682712.0,0.0, 1996,40000000.0,27682712.0,-12317288.0
The Musketeer,27053815.0,0.0, 2001,40000000.0,27053815.0,-12946185.0
The Other Boleyn Girl,26814957.0,51455013.0, 2008,40000000.0,78269970.0,38269970.0
Sweet November,25288103.0,40466125.0, 2001,40000000.0,65754228.0,25754228.0
The Reaping,25126214.0,37100000.0, 2007,40000000.0,62226214.0,22226214.0
Renaissance Man,24172899.0,0.0, 1994,40000000.0,24172899.0,-15827101.0
Quest for Camelot,22772500.0,15400000.0, 1998,40000000.0,38172500.0,-1827500.0
City by the Sea,22433915.0,0.0, 2002,40000000.0,22433915.0,-17566085.0
At First Sight,22365133.0,0.0, 1999,40000000.0,22365133.0,-17634867.0
Torque,21176322.0,25000000.0, 2004,40000000.0,46176322.0,6176322.0
Fantastic Mr. Fox,21002919.0,26080493.0, 2009,40000000.0,47083412.0,7083412.0
Showgirls,20350754.0,17400000.0, 1995,40000000.0,37750754.0,-2249246.0
City Hall,20278055.0,0.0, 1996,40000000.0,20278055.0,-19721945.0
Marie Antoinette,15962471.0,44900000.0, 2006,40000000.0,60862471.0,20862471.0
Get Carter,14967182.0,4450000.0, 2000,40000000.0,19417182.0,-20582818.0
Kiss of Death,14942422.0,0.0, 1995,40000000.0,14942422.0,-25057578.0
"Life, or Something Like It",14448589.0,0.0, 2002,40000000.0,14448589.0,-25551411.0
Ishtar,14375181.0,0.0, 1987,40000000.0,14375181.0,-25624819.0
Memoirs of an Invisible Man,14358033.0,0.0, 1992,40000000.0,14358033.0,-25641967.0
Amelia,14279575.0,5476502.0, 2009,40000000.0,19756077.0,-20243923.0
Cirque du Freak: The Vampire's Assistant,14046595.0,25707362.0, 2009,40000000.0,39753957.0,-246043.0
New York Minute,14018364.0,7197518.0, 2004,40000000.0,21215882.0,-18784118.0
The Deep End of the Ocean,13508635.0,0.0, 1999,40000000.0,13508635.0,-26491365.0
Alfie,13395939.0,21800000.0, 2004,40000000.0,35195939.0,-4804061.0
FearDotCom,13208023.0,0.0, 2002,40000000.0,13208023.0,-26791977.0
Soul Men,12082391.0,263492.0, 2008,40000000.0,12345883.0,-27654117.0
Universal Soldier II: The Return,10447421.0,270000.0, 1999,40000000.0,10717421.0,-29282579.0
Pandorum,10330853.0,6702578.0, 2009,40000000.0,17033431.0,-22966569.0
Duplex,9652000.0,418651.0, 2003,40000000.0,10070651.0,-29929349.0
Raise the Titanic,7000000.0,0.0, 1980,40000000.0,7000000.0,-33000000.0
Impostor,6114237.0,1860370.0, 2002,40000000.0,7974607.0,-32025393.0
Extreme Ops,4835968.0,7788503.0, 2002,40000000.0,12624471.0,-27375529.0
Just Visiting,4777007.0,11395193.0, 2001,40000000.0,16172200.0,-23827800.0
Sunshine,3688560.0,28342050.0, 2007,40000000.0,32030610.0,-7969390.0
The Hudsucker Proxy,2816518.0,12121631.0, 1994,40000000.0,14938149.0,-25061851.0
Billy Lynnâs Long Halftime Walk,1738477.0,28491925.0, 2016,40000000.0,30230402.0,-9769598.0
Pirates,1641825.0,4700000.0, 1986,40000000.0,6341825.0,-33658175.0
Delgo,915840.0,0.0, 2008,40000000.0,915840.0,-39084160.0
The Hunting Party,876671.0,6852881.0, 2007,40000000.0,7729552.0,-32270448.0
Alex Rider: Operation Stormbreaker,659210.0,20063240.0, 2006,40000000.0,20722450.0,-19277550.0
Red Cliff,627047.0,119000000.0, 2009,40000000.0,119627047.0,79627047.0
The Last Shot,463730.0,0.0, 2004,40000000.0,463730.0,-39536270.0
Nomad,79123.0,0.0, 2007,40000000.0,79123.0,-39920877.0
Un monstre Ã Paris,0.0,27000381.0, 2013,40000000.0,27000381.0,-12999619.0
Kursk,0.0,4212799.0, 2019,40000000.0,4212799.0,-35787201.0
USS Indianapolis: Men of Courage,0.0,1663785.0, 2016,40000000.0,1663785.0,-38336215.0
Dragon Nest Warriors' Dawn,0.0,734423.0, 2014,40000000.0,734423.0,-39265577.0
The Crow,0.0,0.0, 2018,40000000.0,0.0,-40000000.0
The Goldfinch,0.0,0.0, 2019,40000000.0,0.0,-40000000.0
Down Under Cover,0.0,0.0, 2019,40000000.0,0.0,-40000000.0
The Time Traveler's Wife,63414846.0,38917289.0, 2009,39000000.0,102332135.0,63332135.0
Superman III,59950623.0,0.0, 1983,39000000.0,59950623.0,20950623.0
Because I Said So,42674040.0,26864793.0, 2007,39000000.0,69538833.0,30538833.0
Sgt. Bilko,30356589.0,7600000.0, 1996,39000000.0,37956589.0,-1043411.0
Serenity,25514517.0,14804923.0, 2005,39000000.0,40319440.0,1319440.0
Shoot 'Em Up,12796824.0,14000000.0, 2007,39000000.0,26796824.0,-12203176.0
Against the Ropes,5881504.0,548361.0, 2004,39000000.0,6429865.0,-32570135.0
Yi dai zong shi,6594959.0,51392340.0, 2013,38600000.0,57987299.0,19387299.0
The Fast and the Furious,144512310.0,62000000.0, 2001,38000000.0,206512310.0,168512310.0
Sweet Home Alabama,127214072.0,55151042.0, 2002,38000000.0,182365114.0,144365114.0
The Ugly Truth,88915214.0,116383693.0, 2009,38000000.0,205298907.0,167298907.0
Spy Kids 2: The Island of Lost Dreams,85846296.0,33875000.0, 2002,38000000.0,119721296.0,81721296.0
Star Trek: Generations,75671262.0,44328738.0, 1994,38000000.0,120000000.0,82000000.0
Mouse Hunt,61894591.0,0.0, 1997,38000000.0,61894591.0,23894591.0
The Hurricane,50699241.0,23257000.0, 1999,38000000.0,73956241.0,35956241.0
Heartbreakers,40334024.0,17419801.0, 2001,38000000.0,57753825.0,19753825.0
Enough,39177215.0,11793445.0, 2002,38000000.0,50970660.0,12970660.0
Push,31811527.0,17866874.0, 2009,38000000.0,49678401.0,11678401.0
Rush,26947624.0,71283215.0, 2013,38000000.0,98230839.0,60230839.0
Angel Eyes,24044532.0,5500000.0, 2001,38000000.0,29544532.0,-8455468.0
Joe Somebody,22770864.0,1745126.0, 2001,38000000.0,24515990.0,-13484010.0
The Ninth Gate,18653746.0,39740562.0, 2000,38000000.0,58394308.0,20394308.0
Only the Brave,18340051.0,6215126.0, 2017,38000000.0,24555177.0,-13444823.0
Extreme Measures,17378193.0,0.0, 1996,38000000.0,17378193.0,-20621807.0
The Thing,16999934.0,10573144.0, 2011,38000000.0,27573078.0,-10426922.0
Rock Star,16991902.0,2325863.0, 2001,38000000.0,19317765.0,-18682235.0
White Squall,10229300.0,0.0, 1996,38000000.0,10229300.0,-27770700.0
City of Ember,7873007.0,9958551.0, 2008,38000000.0,17831558.0,-20168442.0
Switchback,6504442.0,0.0, 1997,38000000.0,6504442.0,-31495558.0
Texas Rangers,623374.0,0.0, 2001,38000000.0,623374.0,-37376626.0
Virgin Territory,0.0,5473041.0, 2008,38000000.0,5473041.0,-32526959.0
The Upside,108235497.0,10789039.0, 2019,37500000.0,119024536.0,81524536.0
The Express,9793406.0,19903.0, 2008,37500000.0,9813309.0,-27686691.0
Twilight,192769854.0,209510305.0, 2008,37000000.0,402280159.0,365280159.0
Burn After Reading,60355347.0,107812451.0, 2008,37000000.0,168167798.0,131167798.0
13 Going On 30,57139723.0,40518989.0, 2004,37000000.0,97658712.0,60658712.0
Nim's Island,48006762.0,53850663.0, 2008,37000000.0,101857425.0,64857425.0
How to be Single,46843513.0,53160267.0, 2016,37000000.0,100003780.0,63003780.0
